timestep,cur_kl,rate,mse,rmse,rmse_scaled
646,0.00013,0.02040,0.04758,0.21812,27.81015
645,0.00013,0.02027,0.04778,0.21859,27.87050
644,0.00013,0.02014,0.04798,0.21905,27.92871
643,0.00013,0.02001,0.04824,0.21964,28.00437
642,0.00013,0.01988,0.04847,0.22017,28.07153
641,0.00013,0.01975,0.04857,0.22038,28.09858
640,0.00013,0.01963,0.04891,0.22116,28.19783
639,0.00013,0.01950,0.04913,0.22166,28.26213
638,0.00013,0.01938,0.04940,0.22226,28.33791
637,0.00012,0.01925,0.04948,0.22245,28.36222
636,0.00012,0.01913,0.04979,0.22314,28.45074
635,0.00012,0.01900,0.05010,0.22383,28.53807
634,0.00012,0.01888,0.05034,0.22436,28.60601
633,0.00012,0.01876,0.05046,0.22463,28.63990
632,0.00012,0.01863,0.05067,0.22509,28.69932
631,0.00012,0.01851,0.05083,0.22546,28.74647
630,0.00012,0.01839,0.05127,0.22643,28.87041
629,0.00012,0.01827,0.05149,0.22690,28.93019
628,0.00012,0.01815,0.05177,0.22754,29.01150
627,0.00012,0.01803,0.05186,0.22772,29.03472
626,0.00012,0.01792,0.05201,0.22806,29.07808
625,0.00012,0.01780,0.05221,0.22849,29.13243
624,0.00012,0.01768,0.05253,0.22919,29.22175
623,0.00012,0.01757,0.05276,0.22969,29.28562
622,0.00012,0.01745,0.05316,0.23055,29.39572
621,0.00011,0.01734,0.05325,0.23075,29.42068
620,0.00011,0.01722,0.05343,0.23115,29.47137
619,0.00011,0.01711,0.05386,0.23208,29.59030
618,0.00011,0.01700,0.05399,0.23236,29.62600
617,0.00011,0.01688,0.05421,0.23283,29.68534
616,0.00011,0.01677,0.05455,0.23356,29.77835
615,0.00011,0.01666,0.05456,0.23357,29.78060
614,0.00011,0.01655,0.05500,0.23453,29.90195
613,0.00011,0.01644,0.05520,0.23495,29.95610
612,0.00011,0.01633,0.05540,0.23537,30.01010
611,0.00011,0.01622,0.05564,0.23588,30.07453
610,0.00011,0.01612,0.05601,0.23666,30.17461
609,0.00011,0.01601,0.05617,0.23700,30.21812
608,0.00011,0.01590,0.05653,0.23776,30.31425
607,0.00011,0.01579,0.05662,0.23796,30.33974
606,0.00011,0.01569,0.05696,0.23867,30.42981
605,0.00011,0.01558,0.05729,0.23936,30.51826
604,0.00010,0.01548,0.05743,0.23965,30.55599
603,0.00010,0.01537,0.05758,0.23996,30.59538
602,0.00010,0.01527,0.05792,0.24068,30.68614
601,0.00010,0.01517,0.05819,0.24123,30.75739
600,0.00010,0.01507,0.05839,0.24164,30.80948
599,0.00010,0.01496,0.05884,0.24257,30.92819
598,0.00010,0.01486,0.05884,0.24257,30.92736
597,0.00010,0.01476,0.05938,0.24367,31.06818
596,0.00010,0.01466,0.05929,0.24350,31.04578
595,0.00010,0.01456,0.05997,0.24489,31.22299
594,0.00010,0.01446,0.06006,0.24507,31.24695
593,0.00010,0.01436,0.06024,0.24543,31.29271
592,0.00010,0.01426,0.06060,0.24617,31.38661
591,0.00010,0.01417,0.06073,0.24644,31.42152
590,0.00010,0.01407,0.06104,0.24707,31.50083
589,0.00010,0.01397,0.06120,0.24738,31.54064
588,0.00010,0.01388,0.06153,0.24805,31.62595
587,0.00010,0.01378,0.06175,0.24849,31.68235
586,0.00010,0.01368,0.06207,0.24914,31.76513
585,0.00009,0.01359,0.06234,0.24968,31.83401
584,0.00009,0.01350,0.06263,0.25026,31.90818
583,0.00009,0.01340,0.06291,0.25083,31.98045
582,0.00009,0.01331,0.06322,0.25144,32.05904
581,0.00009,0.01322,0.06344,0.25188,32.11503
580,0.00009,0.01312,0.06364,0.25226,32.16365
579,0.00009,0.01303,0.06422,0.25342,32.31092
578,0.00009,0.01294,0.06435,0.25368,32.34446
577,0.00009,0.01285,0.06456,0.25408,32.39504
576,0.00009,0.01276,0.06492,0.25479,32.48543
575,0.00009,0.01267,0.06518,0.25531,32.55157
574,0.00009,0.01258,0.06527,0.25549,32.57458
573,0.00009,0.01249,0.06584,0.25658,32.71454
572,0.00009,0.01240,0.06613,0.25716,32.78745
571,0.00009,0.01231,0.06622,0.25734,32.81080
570,0.00009,0.01223,0.06668,0.25823,32.92431
569,0.00009,0.01214,0.06691,0.25867,32.98034
568,0.00009,0.01205,0.06718,0.25918,33.04581
567,0.00009,0.01197,0.06746,0.25974,33.11649
566,0.00009,0.01188,0.06776,0.26030,33.18821
565,0.00009,0.01180,0.06806,0.26089,33.26338
564,0.00008,0.01171,0.06825,0.26125,33.30991
563,0.00008,0.01163,0.06877,0.26224,33.43531
562,0.00008,0.01154,0.06887,0.26243,33.45925
561,0.00008,0.01146,0.06916,0.26299,33.53117
560,0.00008,0.01138,0.06953,0.26369,33.62007
559,0.00008,0.01130,0.06974,0.26408,33.67020
558,0.00008,0.01121,0.06993,0.26444,33.71630
557,0.00008,0.01113,0.07043,0.26538,33.83637
556,0.00008,0.01105,0.07072,0.26594,33.90724
555,0.00008,0.01097,0.07094,0.26635,33.95913
554,0.00008,0.01089,0.07112,0.26668,34.00186
553,0.00008,0.01081,0.07167,0.26771,34.13291
552,0.00008,0.01073,0.07204,0.26841,34.22220
551,0.00008,0.01065,0.07226,0.26882,34.27441
550,0.00008,0.01057,0.07260,0.26944,34.35413
549,0.00008,0.01050,0.07268,0.26960,34.37389
548,0.00008,0.01042,0.07324,0.27063,34.50544
547,0.00008,0.01034,0.07364,0.27136,34.59879
546,0.00008,0.01026,0.07378,0.27162,34.63117
545,0.00008,0.01019,0.07398,0.27200,34.67989
544,0.00008,0.01011,0.07435,0.27267,34.76486
543,0.00008,0.01004,0.07477,0.27344,34.86329
542,0.00007,0.00996,0.07477,0.27344,34.86421
541,0.00007,0.00989,0.07528,0.27438,34.98323
540,0.00007,0.00981,0.07566,0.27505,35.06949
539,0.00007,0.00974,0.07586,0.27543,35.11787
538,0.00007,0.00966,0.07615,0.27595,35.18383
537,0.00007,0.00959,0.07664,0.27684,35.29755
536,0.00007,0.00952,0.07706,0.27760,35.39364
535,0.00007,0.00945,0.07702,0.27753,35.38450
534,0.00007,0.00937,0.07766,0.27867,35.53058
533,0.00007,0.00930,0.07754,0.27846,35.50356
532,0.00007,0.00923,0.07806,0.27940,35.62289
531,0.00007,0.00916,0.07830,0.27982,35.67702
530,0.00007,0.00909,0.07885,0.28080,35.80165
529,0.00007,0.00902,0.07933,0.28165,35.91089
528,0.00007,0.00895,0.07914,0.28132,35.86802
527,0.00007,0.00888,0.08007,0.28297,36.07861
526,0.00007,0.00881,0.08020,0.28320,36.10760
525,0.00007,0.00875,0.08059,0.28388,36.19454
524,0.00007,0.00868,0.08079,0.28423,36.23929
523,0.00007,0.00861,0.08126,0.28506,36.34485
522,0.00007,0.00854,0.08133,0.28518,36.36106
521,0.00007,0.00848,0.08167,0.28579,36.43773
520,0.00007,0.00841,0.08231,0.28689,36.57866
519,0.00007,0.00834,0.08252,0.28726,36.62575
518,0.00007,0.00828,0.08292,0.28795,36.71376
517,0.00006,0.00821,0.08313,0.28833,36.76165
516,0.00007,0.00815,0.08359,0.28911,36.86180
515,0.00006,0.00808,0.08369,0.28930,36.88547
514,0.00006,0.00802,0.08402,0.28987,36.95825
513,0.00006,0.00796,0.08438,0.29048,37.03658
512,0.00006,0.00789,0.08507,0.29167,37.18763
511,0.00006,0.00783,0.08507,0.29166,37.18690
510,0.00006,0.00777,0.08558,0.29254,37.29937
509,0.00006,0.00770,0.08616,0.29353,37.42535
508,0.00006,0.00764,0.08610,0.29343,37.41238
507,0.00006,0.00758,0.08660,0.29427,37.51984
506,0.00006,0.00752,0.08703,0.29500,37.61283
505,0.00006,0.00746,0.08731,0.29548,37.67362
504,0.00006,0.00740,0.08805,0.29672,37.83238
503,0.00006,0.00734,0.08792,0.29651,37.80477
502,0.00006,0.00728,0.08840,0.29733,37.90934
501,0.00006,0.00722,0.08873,0.29787,37.97878
500,0.00006,0.00716,0.08898,0.29829,38.03236
499,0.00006,0.00710,0.08947,0.29912,38.13808
498,0.00006,0.00704,0.08976,0.29960,38.19853
497,0.00006,0.00698,0.09023,0.30039,38.29912
496,0.00006,0.00693,0.09046,0.30077,38.34784
495,0.00006,0.00687,0.09090,0.30149,38.44025
494,0.00006,0.00681,0.09141,0.30235,38.54930
493,0.00006,0.00676,0.09181,0.30300,38.63223
492,0.00006,0.00670,0.09206,0.30341,38.68515
491,0.00006,0.00664,0.09258,0.30427,38.79496
490,0.00006,0.00659,0.09287,0.30475,38.85530
489,0.00006,0.00653,0.09308,0.30510,38.89965
488,0.00005,0.00648,0.09344,0.30568,38.97404
487,0.00005,0.00642,0.09372,0.30613,39.03194
486,0.00005,0.00637,0.09416,0.30685,39.12330
485,0.00005,0.00632,0.09465,0.30766,39.22618
484,0.00005,0.00626,0.09515,0.30846,39.32890
483,0.00005,0.00621,0.09520,0.30855,39.34046
482,0.00005,0.00616,0.09585,0.30960,39.47388
481,0.00005,0.00610,0.09611,0.31001,39.52627
480,0.00005,0.00605,0.09679,0.31111,39.66667
479,0.00005,0.00600,0.09672,0.31100,39.65287
478,0.00005,0.00595,0.09736,0.31202,39.78239
477,0.00005,0.00590,0.09744,0.31215,39.79947
476,0.00005,0.00585,0.09822,0.31341,39.95952
475,0.00005,0.00580,0.09873,0.31422,40.06306
474,0.00005,0.00574,0.09882,0.31436,40.08106
473,0.00005,0.00569,0.09906,0.31474,40.12971
472,0.00005,0.00564,0.09936,0.31521,40.18949
471,0.00005,0.00560,0.09991,0.31608,40.30008
470,0.00005,0.00555,0.10065,0.31726,40.45059
469,0.00005,0.00550,0.10058,0.31714,40.43489
468,0.00005,0.00545,0.10126,0.31822,40.57302
467,0.00005,0.00540,0.10168,0.31887,40.65617
466,0.00005,0.00535,0.10209,0.31951,40.73798
465,0.00005,0.00531,0.10238,0.31997,40.79643
464,0.00005,0.00526,0.10285,0.32069,40.88859
463,0.00005,0.00521,0.10337,0.32151,40.99194
462,0.00005,0.00516,0.10380,0.32218,41.07811
461,0.00005,0.00512,0.10404,0.32256,41.12607
460,0.00005,0.00507,0.10487,0.32384,41.28959
459,0.00005,0.00503,0.10492,0.32392,41.29944
458,0.00005,0.00498,0.10525,0.32442,41.36335
457,0.00004,0.00494,0.10565,0.32503,41.44194
456,0.00004,0.00489,0.10577,0.32522,41.46562
455,0.00004,0.00485,0.10604,0.32564,41.51959
454,0.00004,0.00480,0.10679,0.32679,41.66519
453,0.00004,0.00476,0.10736,0.32766,41.77608
452,0.00004,0.00471,0.10809,0.32877,41.91755
451,0.00004,0.00467,0.10844,0.32930,41.98524
450,0.00004,0.00463,0.10866,0.32963,42.02769
449,0.00004,0.00459,0.10894,0.33006,42.08272
448,0.00004,0.00454,0.10937,0.33070,42.16474
447,0.00004,0.00450,0.10994,0.33158,42.27590
446,0.00004,0.00446,0.11040,0.33227,42.36470
445,0.00004,0.00442,0.11065,0.33264,42.41174
444,0.00004,0.00438,0.11100,0.33317,42.47899
443,0.00004,0.00433,0.11169,0.33421,42.61115
442,0.00004,0.00429,0.11152,0.33394,42.57765
441,0.00004,0.00425,0.11247,0.33536,42.75866
440,0.00004,0.00421,0.11253,0.33546,42.77145
439,0.00004,0.00417,0.11330,0.33660,42.91596
438,0.00004,0.00413,0.11373,0.33724,42.99765
437,0.00004,0.00409,0.11430,0.33809,43.10643
436,0.00004,0.00405,0.11481,0.33884,43.20171
435,0.00004,0.00402,0.11478,0.33879,43.19569
434,0.00004,0.00398,0.11558,0.33997,43.34594
433,0.00004,0.00394,0.11537,0.33966,43.30662
432,0.00004,0.00390,0.11634,0.34109,43.48856
431,0.00004,0.00386,0.11673,0.34166,43.56131
430,0.00004,0.00383,0.11683,0.34180,43.57993
429,0.00004,0.00379,0.11738,0.34260,43.68155
428,0.00004,0.00375,0.11819,0.34379,43.83263
427,0.00004,0.00371,0.11854,0.34430,43.89794
426,0.00004,0.00368,0.11880,0.34467,43.94537
425,0.00004,0.00364,0.11902,0.34499,43.98616
424,0.00004,0.00361,0.11998,0.34638,44.16288
423,0.00004,0.00357,0.12082,0.34760,44.31847
422,0.00004,0.00353,0.12094,0.34777,44.34081
421,0.00004,0.00350,0.12078,0.34754,44.31149
420,0.00003,0.00346,0.12104,0.34791,44.35834
419,0.00003,0.00343,0.12206,0.34937,44.54426
418,0.00003,0.00340,0.12264,0.35019,44.64968
417,0.00003,0.00336,0.12338,0.35125,44.78487
416,0.00003,0.00333,0.12402,0.35217,44.90149
415,0.00003,0.00329,0.12375,0.35178,44.85170
414,0.00003,0.00326,0.12384,0.35192,44.86926
413,0.00003,0.00323,0.12450,0.35285,44.98805
412,0.00003,0.00319,0.12518,0.35381,45.11040
411,0.00003,0.00316,0.12558,0.35437,45.18248
410,0.00003,0.00313,0.12632,0.35542,45.31554
409,0.00003,0.00310,0.12653,0.35571,45.35343
408,0.00003,0.00306,0.12704,0.35643,45.44440
407,0.00003,0.00303,0.12716,0.35660,45.46596
406,0.00003,0.00300,0.12775,0.35743,45.57197
405,0.00003,0.00297,0.12834,0.35824,45.67557
404,0.00003,0.00294,0.12932,0.35962,45.85112
403,0.00003,0.00291,0.12979,0.36027,45.93406
402,0.00003,0.00288,0.12971,0.36015,45.91974
401,0.00003,0.00285,0.13019,0.36082,46.00512
400,0.00003,0.00282,0.13089,0.36179,46.12765
399,0.00003,0.00279,0.13151,0.36264,46.23641
398,0.00003,0.00276,0.13161,0.36278,46.25496
397,0.00003,0.00273,0.13196,0.36326,46.31537
396,0.00003,0.00270,0.13279,0.36440,46.46085
395,0.00003,0.00267,0.13339,0.36522,46.56592
394,0.00003,0.00264,0.13390,0.36592,46.65498
393,0.00003,0.00261,0.13395,0.36600,46.66457
392,0.00003,0.00259,0.13489,0.36727,46.82702
391,0.00003,0.00256,0.13502,0.36746,46.85081
390,0.00003,0.00253,0.13535,0.36790,46.90760
389,0.00003,0.00250,0.13595,0.36871,47.01095
388,0.00003,0.00247,0.13650,0.36945,47.10526
387,0.00003,0.00245,0.13738,0.37065,47.25819
386,0.00003,0.00242,0.13807,0.37158,47.37664
385,0.00003,0.00239,0.13815,0.37168,47.38956
384,0.00003,0.00237,0.13883,0.37259,47.50578
383,0.00003,0.00234,0.13873,0.37247,47.48941
382,0.00003,0.00231,0.13902,0.37285,47.53825
381,0.00003,0.00229,0.14005,0.37423,47.71408
380,0.00003,0.00226,0.14027,0.37452,47.75142
379,0.00003,0.00224,0.14163,0.37633,47.98259
378,0.00003,0.00221,0.14136,0.37599,47.93811
377,0.00003,0.00219,0.14251,0.37751,48.13207
376,0.00002,0.00216,0.14236,0.37730,48.10610
375,0.00002,0.00214,0.14306,0.37824,48.22538
374,0.00002,0.00211,0.14313,0.37832,48.23566
373,0.00002,0.00209,0.14400,0.37948,48.38362
372,0.00002,0.00207,0.14460,0.38026,48.48358
371,0.00002,0.00204,0.14491,0.38067,48.53522
370,0.00002,0.00202,0.14510,0.38092,48.56719
369,0.00002,0.00200,0.14606,0.38218,48.72820
368,0.00002,0.00197,0.14694,0.38332,48.87345
367,0.00002,0.00195,0.14722,0.38369,48.92078
366,0.00002,0.00193,0.14749,0.38404,48.96563
365,0.00002,0.00190,0.14922,0.38629,49.25248
364,0.00002,0.00188,0.14811,0.38485,49.06850
363,0.00002,0.00186,0.14889,0.38587,49.19823
362,0.00002,0.00184,0.14951,0.38667,49.30004
361,0.00002,0.00182,0.15037,0.38778,49.44220
360,0.00002,0.00179,0.15015,0.38749,49.40478
359,0.00002,0.00177,0.15062,0.38809,49.48186
358,0.00002,0.00175,0.15165,0.38942,49.65161
357,0.00002,0.00173,0.15184,0.38967,49.68254
356,0.00002,0.00171,0.15180,0.38962,49.67663
355,0.00002,0.00169,0.15290,0.39102,49.85567
354,0.00002,0.00167,0.15394,0.39235,50.02414
353,0.00002,0.00165,0.15441,0.39295,50.10067
352,0.00002,0.00163,0.15464,0.39325,50.13903
351,0.00002,0.00161,0.15484,0.39350,50.17077
350,0.00002,0.00159,0.15504,0.39376,50.20386
349,0.00002,0.00157,0.15598,0.39495,50.35601
348,0.00002,0.00155,0.15636,0.39542,50.41610
347,0.00002,0.00153,0.15683,0.39602,50.49209
346,0.00002,0.00151,0.15762,0.39702,50.61944
345,0.00002,0.00149,0.15807,0.39758,50.69138
344,0.00002,0.00147,0.15830,0.39787,50.72809
343,0.00002,0.00146,0.15811,0.39763,50.69841
342,0.00002,0.00144,0.15959,0.39948,50.93407
341,0.00002,0.00142,0.16011,0.40013,51.01701
340,0.00002,0.00140,0.15952,0.39940,50.92369
339,0.00002,0.00138,0.16115,0.40143,51.18232
338,0.00002,0.00137,0.16156,0.40195,51.24865
337,0.00002,0.00135,0.16195,0.40243,51.31039
336,0.00002,0.00133,0.16259,0.40322,51.41036
335,0.00002,0.00131,0.16380,0.40473,51.60267
334,0.00002,0.00130,0.16425,0.40528,51.67289
333,0.00002,0.00128,0.16384,0.40477,51.60792
332,0.00002,0.00126,0.16480,0.40596,51.75983
331,0.00002,0.00125,0.16512,0.40635,51.80976
330,0.00002,0.00123,0.16573,0.40710,51.90481
329,0.00002,0.00121,0.16670,0.40829,52.05660
328,0.00002,0.00120,0.16676,0.40837,52.06689
327,0.00002,0.00118,0.16734,0.40907,52.15609
326,0.00002,0.00117,0.16788,0.40973,52.24070
325,0.00002,0.00115,0.16824,0.41017,52.29701
324,0.00002,0.00114,0.16829,0.41023,52.30442
323,0.00002,0.00112,0.16933,0.41150,52.46659
322,0.00001,0.00111,0.16974,0.41200,52.52991
321,0.00001,0.00109,0.17028,0.41264,52.61219
320,0.00002,0.00108,0.17134,0.41394,52.77713
319,0.00001,0.00106,0.17153,0.41416,52.80560
318,0.00001,0.00105,0.17140,0.41400,52.78503
317,0.00001,0.00103,0.17281,0.41570,53.00159
316,0.00001,0.00102,0.17291,0.41582,53.01759
315,0.00001,0.00100,0.17331,0.41631,53.07896
314,0.00001,0.00099,0.17455,0.41779,53.26773
313,0.00001,0.00098,0.17421,0.41739,53.21717
312,0.00001,0.00096,0.17542,0.41883,53.40079
311,0.00001,0.00095,0.17541,0.41882,53.39993
310,0.00001,0.00094,0.17646,0.42007,53.55846
309,0.00001,0.00092,0.17714,0.42088,53.66179
308,0.00001,0.00091,0.17762,0.42145,53.73487
307,0.00001,0.00090,0.17902,0.42311,53.94687
306,0.00001,0.00089,0.17812,0.42204,53.81061
305,0.00001,0.00087,0.17895,0.42302,53.93546
304,0.00001,0.00086,0.17916,0.42327,53.96696
303,0.00001,0.00085,0.17988,0.42413,54.07617
302,0.00001,0.00083,0.18017,0.42446,54.11867
301,0.00001,0.00082,0.18124,0.42572,54.27921
300,0.00001,0.00081,0.18063,0.42501,54.18826
299,0.00001,0.00080,0.18201,0.42662,54.39432
298,0.00001,0.00079,0.18322,0.42804,54.57487
297,0.00001,0.00078,0.18195,0.42656,54.38602
296,0.00001,0.00076,0.18311,0.42791,54.55895
295,0.00001,0.00075,0.18313,0.42793,54.56141
294,0.00001,0.00074,0.18463,0.42969,54.78488
293,0.00001,0.00073,0.18449,0.42953,54.76453
292,0.00001,0.00072,0.18534,0.43051,54.88949
291,0.00001,0.00071,0.18559,0.43080,54.92661
290,0.00001,0.00070,0.18644,0.43179,55.05294
289,0.00001,0.00069,0.18717,0.43263,55.16057
288,0.00001,0.00068,0.18763,0.43316,55.22791
287,0.00001,0.00067,0.18782,0.43338,55.25627
286,0.00001,0.00066,0.18866,0.43435,55.37951
285,0.00001,0.00065,0.18841,0.43406,55.34230
284,0.00001,0.00064,0.18984,0.43571,55.55315
283,0.00001,0.00063,0.18932,0.43510,55.47570
282,0.00001,0.00062,0.18980,0.43566,55.54653
281,0.00001,0.00061,0.19141,0.43750,55.78127
280,0.00001,0.00060,0.19151,0.43762,55.79625
279,0.00001,0.00059,0.19141,0.43750,55.78188
278,0.00001,0.00058,0.19278,0.43907,55.98083
277,0.00001,0.00057,0.19303,0.43935,56.01672
276,0.00001,0.00056,0.19352,0.43991,56.08801
275,0.00001,0.00055,0.19417,0.44065,56.18311
274,0.00001,0.00054,0.19446,0.44097,56.22392
273,0.00001,0.00053,0.19527,0.44190,56.34200
272,0.00001,0.00052,0.19587,0.44257,56.42765
271,0.00001,0.00052,0.19579,0.44249,56.41705
270,0.00001,0.00051,0.19623,0.44298,56.48003
269,0.00001,0.00050,0.19719,0.44406,56.61753
268,0.00001,0.00049,0.19762,0.44454,56.67923
267,0.00001,0.00048,0.19658,0.44338,56.53065
266,0.00001,0.00048,0.19834,0.44535,56.78243
265,0.00001,0.00047,0.19869,0.44575,56.83257
264,0.00001,0.00046,0.19940,0.44655,56.93452
263,0.00001,0.00045,0.20009,0.44731,57.03234
262,0.00001,0.00044,0.20088,0.44820,57.14535
261,0.00001,0.00044,0.20182,0.44925,57.27923
260,0.00001,0.00043,0.20039,0.44765,57.07483
259,0.00001,0.00042,0.20094,0.44826,57.15356
258,0.00001,0.00041,0.20273,0.45026,57.40792
257,0.00001,0.00041,0.20353,0.45114,57.52056
256,0.00001,0.00040,0.20381,0.45145,57.56036
255,0.00001,0.00039,0.20262,0.45014,57.39250
254,0.00001,0.00039,0.20411,0.45179,57.60266
253,0.00001,0.00038,0.20349,0.45110,57.51480
252,0.00001,0.00037,0.20421,0.45190,57.61718
251,0.00001,0.00037,0.20565,0.45349,57.81999
250,0.00001,0.00036,0.20761,0.45565,58.09482
249,0.00001,0.00035,0.20765,0.45569,58.10007
248,0.00001,0.00035,0.20663,0.45457,57.95747
247,0.00001,0.00034,0.20811,0.45620,58.16494
246,0.00001,0.00033,0.20747,0.45548,58.07425
245,0.00001,0.00033,0.20912,0.45730,58.30520
244,0.00001,0.00032,0.20938,0.45758,58.34105
243,0.00001,0.00032,0.21036,0.45865,58.47757
242,0.00001,0.00031,0.20950,0.45771,58.35781
241,0.00001,0.00031,0.20957,0.45778,58.36739
240,0.00001,0.00030,0.21139,0.45978,58.62145
239,0.00001,0.00029,0.21099,0.45934,58.56569
238,0.00001,0.00029,0.21226,0.46071,58.74103
237,0.00001,0.00028,0.21223,0.46069,58.73764
236,0.00001,0.00028,0.21192,0.46035,58.69496
235,0.00001,0.00027,0.21311,0.46164,58.85909
234,0.00001,0.00027,0.21345,0.46201,58.90583
233,0.00001,0.00026,0.21417,0.46279,59.00509
232,0.00001,0.00026,0.21543,0.46415,59.17885
231,0.00001,0.00025,0.21597,0.46473,59.25266
230,0.00001,0.00025,0.21549,0.46421,59.18644
229,0.00001,0.00024,0.21638,0.46516,59.30815
228,0.00000,0.00024,0.21699,0.46582,59.39239
227,0.00000,0.00023,0.21788,0.46678,59.51424
226,0.00000,0.00023,0.21792,0.46682,59.51976
225,0.00000,0.00022,0.21783,0.46672,59.50705
224,0.00000,0.00022,0.21965,0.46866,59.75478
223,0.00000,0.00021,0.21865,0.46760,59.61890
222,0.00000,0.00021,0.21912,0.46811,59.68355
221,0.00000,0.00020,0.22061,0.46969,59.88533
220,0.00000,0.00020,0.22031,0.46938,59.84538
219,0.00000,0.00020,0.22150,0.47064,60.00669
218,0.00000,0.00019,0.22232,0.47151,60.11715
217,0.00000,0.00019,0.22143,0.47056,59.99692
216,0.00000,0.00018,0.22226,0.47144,60.10871
215,0.00000,0.00018,0.22251,0.47170,60.14231
214,0.00000,0.00018,0.22259,0.47179,60.15351
213,0.00000,0.00017,0.22498,0.47432,60.47559
212,0.00000,0.00017,0.22377,0.47304,60.31298
211,0.00000,0.00016,0.22475,0.47408,60.44561
210,0.00000,0.00016,0.22597,0.47537,60.60912
209,0.00000,0.00016,0.22578,0.47517,60.58358
208,0.00000,0.00015,0.22533,0.47469,60.52277
207,0.00000,0.00015,0.22549,0.47486,60.54504
206,0.00000,0.00015,0.22584,0.47523,60.59160
205,0.00000,0.00014,0.22643,0.47585,60.67025
204,0.00000,0.00014,0.22744,0.47691,60.80582
203,0.00000,0.00014,0.22834,0.47785,60.92580
202,0.00000,0.00013,0.22918,0.47873,61.03756
201,0.00000,0.00013,0.22903,0.47857,61.01715
200,0.00000,0.00013,0.22868,0.47821,60.97170
199,0.00000,0.00013,0.22967,0.47923,61.10244
198,0.00000,0.00012,0.23004,0.47962,61.15158
197,0.00000,0.00012,0.23068,0.48029,61.23745
196,0.00000,0.00012,0.23055,0.48016,61.22018
195,0.00000,0.00012,0.23167,0.48132,61.36823
194,0.00000,0.00011,0.23242,0.48210,61.46749
193,0.00000,0.00011,0.23322,0.48293,61.57306
192,0.00000,0.00011,0.23223,0.48190,61.44237
191,0.00000,0.00011,0.23315,0.48285,61.56361
190,0.00000,0.00010,0.23304,0.48275,61.55008
189,0.00000,0.00010,0.23435,0.48409,61.72184
188,0.00000,0.00010,0.23440,0.48414,61.72836
187,0.00000,0.00009,0.23523,0.48501,61.83853
186,0.00000,0.00009,0.23552,0.48531,61.87640
185,0.00000,0.00009,0.23528,0.48505,61.84410
184,0.00000,0.00009,0.23635,0.48615,61.98474
183,0.00000,0.00008,0.23617,0.48598,61.96185
182,0.00000,0.00008,0.23660,0.48641,62.01749
181,0.00000,0.00008,0.23729,0.48712,62.10806
180,0.00000,0.00008,0.23732,0.48715,62.11177
179,0.00000,0.00008,0.23750,0.48734,62.13607
178,0.00000,0.00007,0.23811,0.48797,62.21558
177,0.00000,0.00007,0.23865,0.48852,62.28654
176,0.00000,0.00007,0.23857,0.48844,62.27614
175,0.00000,0.00007,0.24011,0.49001,62.47644
174,0.00000,0.00006,0.24050,0.49041,62.52695
173,0.00000,0.00006,0.24055,0.49046,62.53391
172,0.00000,0.00006,0.23996,0.48986,62.45695
171,0.00000,0.00006,0.24126,0.49118,62.62516
170,0.00000,0.00006,0.24115,0.49107,62.61127
169,0.00000,0.00005,0.24292,0.49287,62.84071
168,0.00000,0.00005,0.24215,0.49209,62.74177
167,0.00000,0.00005,0.24293,0.49288,62.84219
166,0.00000,0.00005,0.24389,0.49385,62.96584
165,0.00000,0.00005,0.24405,0.49401,62.98685
164,0.00000,0.00005,0.24462,0.49459,63.06027
163,0.00000,0.00004,0.24511,0.49508,63.12295
162,0.00000,0.00004,0.24500,0.49498,63.10941
161,0.00000,0.00004,0.24508,0.49506,63.12022
160,0.00000,0.00004,0.24687,0.49686,63.34968
159,0.00000,0.00004,0.24648,0.49646,63.29921
158,0.00000,0.00004,0.24619,0.49618,63.26273
157,0.00000,0.00004,0.24645,0.49644,63.29615
156,0.00000,0.00003,0.24717,0.49717,63.38860
155,0.00000,0.00003,0.24877,0.49876,63.59241
154,0.00000,0.00003,0.24865,0.49864,63.57702
153,0.00000,0.00003,0.24879,0.49879,63.59592
152,0.00000,0.00003,0.24942,0.49942,63.67558
